YEAR,SERIAL,PERNUM,PERWT,SPLOC,SEX,AGE,MARST,RACE,HISPAN,BPL,BPLD,NATIVITY,RACE_SP,HISPAN_SP,BPL_SP,BPLD_SP,NATIVITY_SP,REGION,REGION_SP,COUNTRY,COUNTRY_SP,SPOUSE_CATEGORY,MARRIAGE_TYPE
2015,3239421,2,10.0,1,1,44,1.0,6,0,521,52100,,6.0,0.0,521.0,52100.0,,India,India,India,India,India,Same Country
2015,244607,2,13.0,1,2,32,1.0,1,0,455,45500,,1.0,0.0,455.0,45500.0,,Central Europe,Central Europe,Romania,Romania,Romania,Same Country
2020,2652845,1,7.0,2,1,31,1.0,6,0,521,52100,,6.0,0.0,521.0,52100.0,,India,India,India,India,India,Same Country
1900,864373,2,19.63,1,2,27,1.0,1,0,453,45300,5.0,1.0,0.0,453.0,45300.0,5.0,Poland,Poland,Poland,Poland,Poland,Same Country
1980,4489802,1,20.0,2,2,81,1.0,1,0,456,45600,,1.0,0.0,456.0,45600.0,,Central Europe,Central Europe,Albania,Albania,Albania,Same Country
1990,866943,2,45.0,1,2,22,1.0,1,0,404,40400,,1.0,0.0,453.0,45310.0,,United Kingdom,Poland,Northern Ireland,Poland,Poland,Different Region
1980,537421,2,20.0,1,1,44,1.0,1,4,300,30005,,1.0,4.0,300.0,30005.0,,South America,South America,South America (ns),South America (ns),South America (ns),Same Country
1980,1865767,2,20.0,1,2,59,1.0,1,0,900,90010,,1.0,0.0,25.0,2500.0,,Born Abroad (US parents),United States,Born abroad (US parents),United States,US-Born,Married US-born
1980,165355,1,20.0,2,1,58,1.0,1,0,455,45500,,1.0,0.0,455.0,45500.0,,Central Europe,Central Europe,Romania,Romania,Romania,Same Country
1990,1244002,2,17.0,1,2,22,1.0,1,0,410,41000,,1.0,4.0,300.0,30025.0,,Ireland,South America,Ireland,South America (ns),South America (ns),Different Region
2020,732320,1,27.0,2,1,48,1.0,1,1,200,20000,,1.0,1.0,200.0,20000.0,,Mexico,Mexico,Mexico,Mexico,Mexico,Same Country
2023,6568239,2,43.0,1,2,35,1.0,6,0,521,52140,,1.0,0.0,24.0,2400.0,,India,United States,India,United States,US-Born,Married US-born
1900,862824,2,18.47,1,2,58,1.0,1,0,453,45300,5.0,1.0,0.0,453.0,45300.0,5.0,Poland,Poland,Poland,Poland,Poland,Same Country
2000,5253604,2,27.0,1,2,39,1.0,1,1,200,20000,,1.0,1.0,200.0,20000.0,,Mexico,Mexico,Mexico,Mexico,Mexico,Same Country
2015,5925365,1,16.0,2,1,47,1.0,1,0,600,60014,,1.0,0.0,600.0,60014.0,,Africa,Africa,Africa (ns),Africa (ns),Africa (ns),Same Country
2015,1643625,2,2.0,1,2,52,1.0,1,0,410,41000,,1.0,0.0,542.0,54200.0,,Ireland,Middle East,Ireland,Middle East (ns),Middle East (ns),Different Region
1930,662084,2,20.3,1,2,32,1.0,1,0,150,15010,5.0,1.0,0.0,150.0,15010.0,5.0,Canada,Canada,Canada,Canada,Canada,Same Country
2000,2401811,2,8.0,1,2,55,1.0,7,1,200,20000,,7.0,1.0,200.0,20000.0,,Mexico,Mexico,Mexico,Mexico,Mexico,Same Country
1980,4539271,1,20.0,2,1,59,1.0,1,0,410,41000,,1.0,0.0,47.0,4700.0,,Ireland,United States,Ireland,United States,US-Born,Married US-born
1980,1032058,2,20.0,1,2,40,1.0,1,0,452,45200,,1.0,0.0,450.0,45000.0,,Central Europe,Central Europe,Czechoslovakia,Austria-Hungary (ns),Austria-Hungary (ns),Same Region
2020,2819440,2,13.0,1,1,65,1.0,1,0,436,43600,,1.0,0.0,436.0,43600.0,,Western Europe,Western Europe,Netherlands,Netherlands,Netherlands,Same Country
1920,19155001,2,101.35,1,2,28,1.0,1,1,200,20000,5.0,1.0,1.0,200.0,20000.0,5.0,Mexico,Mexico,Mexico,Mexico,Mexico,Same Country
2015,4563632,2,21.0,1,1,68,1.0,1,0,413,41300,,1.0,0.0,413.0,41300.0,,United Kingdom,United Kingdom,United Kingdom (ns),United Kingdom (ns),United Kingdom (ns),Same Country
2010,379534,2,20.0,3,1,65,1.0,1,0,700,70020,,1.0,0.0,100.0,10010.0,,Oceania,US Territory,Australia,Alaska (territory),Alaska (territory),Different Region
2023,4879378,2,18.0,1,2,56,1.0,1,0,150,15000,,1.0,0.0,26.0,2600.0,,Canada,United States,Canada,United States,US-Born,Married US-born
2020,464713,2,12.0,1,1,58,1.0,1,0,150,15000,,1.0,0.0,36.0,3600.0,,Canada,United States,Canada,United States,US-Born,Married US-born
1900,505005,2,19.86,1,2,37,1.0,1,0,434,43400,5.0,1.0,0.0,434.0,43400.0,5.0,Scandinavia,Scandinavia,Iceland,Iceland,Iceland,Same Country
2000,3881497,2,18.0,1,2,48,1.0,1,0,150,15000,,1.0,0.0,150.0,15000.0,,Canada,Canada,Canada,Canada,Canada,Same Country
2020,3758294,1,16.0,2,2,57,1.0,1,0,150,15000,,1.0,0.0,25.0,2500.0,,Canada,United States,Canada,United States,US-Born,Married US-born
1990,323624,5,20.0,4,2,29,1.0,6,0,515,51500,,6.0,0.0,515.0,51500.0,,Philippines,Philippines,Philippines,Philippines,Philippines,Same Country
1900,459464,2,19.49,1,2,28,1.0,1,0,465,46500,5.0,1.0,0.0,465.0,46500.0,5.0,Spain/Portugal,Spain/Portugal,Spain,Spain,Spain,Same Country
2000,988038,2,6.0,1,2,69,1.0,1,0,461,46100,,1.0,0.0,461.0,46100.0,,Italy,Italy,Italy,Italy,Italy,Same Country
2020,1133998,1,14.0,2,1,82,1.0,6,0,502,50200,,6.0,0.0,502.0,50200.0,,Korea,Korea,Korea,Korea,Korea,Same Country
1970,1778,2,100.0,3,1,72,1.0,1,0,414,41400,5.0,1.0,0.0,414.0,41400.0,5.0,United Kingdom,United Kingdom,Code 414,Code 414,Code 414,Same Country
2010,5738671,2,15.0,1,2,45,1.0,4,0,500,50000,,4.0,0.0,500.0,50000.0,,China,China,China,China,China,Same Country
2020,4333938,1,18.0,2,1,37,1.0,1,0,465,46530,,1.0,0.0,465.0,46510.0,,Spain/Portugal,Spain/Portugal,Spain,Spain,Spain,Same Country
2010,4365352,2,21.0,1,2,49,1.0,4,0,500,50010,,4.0,0.0,500.0,50010.0,,China,China,China,China,China,Same Country
2023,383578,2,14.0,1,1,33,1.0,4,0,500,50000,,4.0,0.0,500.0,50000.0,,China,China,China,China,China,Same Country
2023,3156950,1,30.0,2,2,53,1.0,8,0,300,30015,,8.0,0.0,300.0,30015.0,,South America,South America,South America (ns),South America (ns),South America (ns),Same Country
2000,1313711,2,39.0,1,2,33,1.0,1,4,300,30065,,1.0,4.0,300.0,30065.0,,South America,South America,South America (ns),South America (ns),South America (ns),Same Country
1970,84291,2,100.0,1,2,26,1.0,6,0,502,50200,5.0,6.0,0.0,502.0,50200.0,5.0,Korea,Korea,Korea,Korea,Korea,Same Country
1980,3166486,1,20.0,2,1,46,1.0,1,0,531,53100,,1.0,0.0,531.0,53100.0,,Middle East,Middle East,Iraq,Iraq,Iraq,Same Country
2000,5602451,2,12.0,1,2,23,1.0,7,1,200,20000,,7.0,1.0,200.0,20000.0,,Mexico,Mexico,Mexico,Mexico,Mexico,Same Country
2023,4466004,2,15.0,1,1,69,1.0,2,0,260,26030,,2.0,0.0,260.0,26030.0,,Central America/Caribbean,Central America/Caribbean,West Indies (ns),West Indies (ns),West Indies (ns),Same Country
1990,4000570,1,16.0,2,1,82,1.0,1,0,412,41200,,1.0,0.0,412.0,41200.0,,United Kingdom,United Kingdom,Isle of Man,Isle of Man,Isle of Man,Same Country
2023,6094613,2,13.0,1,2,55,1.0,6,0,518,51800,,1.0,0.0,35.0,3500.0,,Southeast Asia,United States,Thailand,United States,US-Born,Married US-born
2020,3916938,2,35.0,1,1,44,1.0,1,0,455,45500,,1.0,0.0,455.0,45500.0,,Central Europe,Central Europe,Romania,Romania,Romania,Same Country
2015,684500,2,15.0,1,2,32,1.0,5,0,501,50100,,1.0,0.0,29.0,2900.0,,Japan,United States,Japan,United States,US-Born,Married US-born
2010,488131,2,10.0,1,2,40,1.0,6,0,521,52100,,6.0,0.0,521.0,52100.0,,India,India,India,India,India,Same Country
2010,525025,1,11.0,2,1,65,1.0,1,0,150,15000,,1.0,0.0,150.0,15000.0,,Canada,Canada,Canada,Canada,Canada,Same Country
2010,154706,1,28.0,2,1,34,1.0,1,1,200,20000,,1.0,1.0,200.0,20000.0,,Mexico,Mexico,Mexico,Mexico,Mexico,Same Country
1930,1560431,1,20.06,2,1,39,1.0,1,0,462,46200,5.0,1.0,0.0,462.0,46200.0,5.0,Italy,Italy,Italy,Italy,Italy,Same Country
2015,731280,2,13.0,1,2,45,1.0,6,0,515,51500,,6.0,0.0,51.0,5100.0,,Philippines,United States,Philippines,United States,US-Born,Married US-born
2020,996830,1,6.0,2,1,39,1.0,3,4,210,21030,,3.0,4.0,210.0,21030.0,,Central America/Caribbean,Central America/Caribbean,Central America (ns),Central America (ns),Central America (ns),Same Country
2000,5795685,2,19.0,1,2,47,1.0,4,0,500,50000,,4.0,0.0,500.0,50000.0,,China,China,China,China,China,Same Country
2023,5984564,1,31.0,2,1,42,1.0,1,1,200,20000,,1.0,1.0,200.0,20000.0,,Mexico,Mexico,Mexico,Mexico,Mexico,Same Country
1980,3668957,1,20.0,2,1,58,1.0,1,0,454,45400,,1.0,0.0,30.0,3000.0,,Central Europe,United States,Bulgaria,United States,US-Born,Married US-born
1930,1070995,1,17.41,2,1,29,1.0,1,0,465,46500,5.0,1.0,0.0,38.0,3800.0,4.0,Spain/Portugal,United States,Spain,United States,US-Born,Married US-born
2020,6441599,2,6.0,1,2,66,1.0,6,0,515,51500,,6.0,0.0,515.0,51500.0,,Philippines,Philippines,Philippines,Philippines,Philippines,Same Country
2010,237214,1,20.0,2,1,47,1.0,1,1,200,20000,,1.0,1.0,200.0,20000.0,,Mexico,Mexico,Mexico,Mexico,Mexico,Same Country
1900,427989,2,19.61,1,2,35,1.0,1,0,414,41400,5.0,1.0,0.0,414.0,41400.0,5.0,United Kingdom,United Kingdom,Code 414,Code 414,Code 414,Same Country
2023,5360757,1,36.0,2,1,28,1.0,7,4,260,26010,,7.0,2.0,110.0,11000.0,,Central America/Caribbean,US Territory,West Indies (ns),Puerto Rico,Puerto Rico,Different Region
1990,5035941,2,31.0,1,2,19,1.0,1,2,110,11000,,1.0,2.0,110.0,11000.0,,US Territory,US Territory,Puerto Rico,Puerto Rico,Puerto Rico,Same Country
2010,5625985,2,34.0,1,2,35,1.0,6,0,518,51800,,6.0,0.0,518.0,51800.0,,Southeast Asia,Southeast Asia,Thailand,Thailand,Thailand,Same Country
2000,2464005,2,21.0,1,2,47,1.0,6,0,515,51500,,6.0,0.0,515.0,51500.0,,Philippines,Philippines,Philippines,Philippines,Philippines,Same Country
1930,814299,1,20.49,2,1,45,1.0,1,0,453,45300,5.0,1.0,0.0,400.0,40000.0,5.0,Poland,United Kingdom,Poland,England,England,Different Region
2020,5821524,2,23.0,1,1,51,1.0,1,4,210,21050,,1.0,0.0,39.0,3900.0,,Central America/Caribbean,United States,Central America (ns),United States,US-Born,Married US-born
1980,538656,1,20.0,2,1,39,1.0,5,0,501,50100,,5.0,0.0,501.0,50100.0,,Japan,Japan,Japan,Japan,Japan,Same Country
1930,1094937,2,20.5,1,2,36,1.0,1,0,434,43400,5.0,1.0,0.0,434.0,43400.0,5.0,Scandinavia,Scandinavia,Iceland,Iceland,Iceland,Same Country
2020,3939787,2,8.0,1,2,36,1.0,6,0,521,52100,,6.0,0.0,521.0,52100.0,,India,India,India,India,India,Same Country
2023,6380012,2,2.0,1,2,49,1.0,7,1,200,20000,,7.0,1.0,200.0,20000.0,,Mexico,Mexico,Mexico,Mexico,Mexico,Same Country
2023,1569563,1,12.0,2,1,69,1.0,8,3,250,25000,,8.0,3.0,250.0,25000.0,,Central America/Caribbean,Central America/Caribbean,Cuba,Cuba,Cuba,Same Country
1930,665683,2,20.3,1,2,47,1.0,1,0,456,45600,5.0,1.0,0.0,456.0,45600.0,5.0,Central Europe,Central Europe,Albania,Albania,Albania,Same Country
1930,1549141,2,20.16,1,2,66,1.0,1,0,401,40100,5.0,1.0,0.0,401.0,40100.0,5.0,United Kingdom,United Kingdom,Scotland,Scotland,Scotland,Same Country
2000,549617,2,14.0,1,2,69,1.0,1,0,436,43600,,1.0,0.0,436.0,43600.0,,Western Europe,Western Europe,Netherlands,Netherlands,Netherlands,Same Country
2000,5131423,1,24.0,2,1,42,1.0,7,1,200,20000,,7.0,1.0,48.0,4800.0,,Mexico,United States,Mexico,United States,US-Born,Married US-born
1970,121198,1,100.0,2,1,48,1.0,1,0,414,41400,5.0,1.0,0.0,414.0,41400.0,5.0,United Kingdom,United Kingdom,Code 414,Code 414,Code 414,Same Country
2020,1020623,1,124.0,2,2,73,1.0,6,0,515,51500,,6.0,0.0,515.0,51500.0,,Philippines,Philippines,Philippines,Philippines,Philippines,Same Country
2020,188945,2,16.0,1,1,44,1.0,1,1,200,20000,,1.0,1.0,200.0,20000.0,,Mexico,Mexico,Mexico,Mexico,Mexico,Same Country
2023,6129086,1,37.0,2,1,35,1.0,8,1,200,20000,,8.0,1.0,200.0,20000.0,,Mexico,Mexico,Mexico,Mexico,Mexico,Same Country
2015,2316505,1,42.0,2,1,33,1.0,7,1,200,20000,,7.0,1.0,200.0,20000.0,,Mexico,Mexico,Mexico,Mexico,Mexico,Same Country
2000,170106,4,5.0,3,2,26,1.0,6,0,513,51300,,6.0,0.0,513.0,51300.0,,Southeast Asia,Southeast Asia,Myanmar/Burma,Myanmar/Burma,Myanmar/Burma,Same Country
2010,6051257,1,16.0,2,1,69,1.0,4,0,500,50000,,4.0,0.0,500.0,50000.0,,China,China,China,China,China,Same Country
2015,892359,2,16.0,1,2,70,1.0,5,0,500,50000,,5.0,0.0,501.0,50100.0,,China,Japan,China,Japan,Japan,Different Region
2020,6444623,2,133.0,1,1,41,1.0,6,0,521,52140,,1.0,0.0,455.0,45500.0,,India,Central Europe,India,Romania,Romania,Different Region
2000,977919,1,23.0,2,1,71,1.0,1,0,434,43400,,1.0,0.0,434.0,43400.0,,Scandinavia,Scandinavia,Iceland,Iceland,Iceland,Same Country
1980,236740,1,20.0,2,1,23,1.0,5,0,501,50100,,1.0,0.0,6.0,600.0,,Japan,United States,Japan,United States,US-Born,Married US-born
2010,608004,2,14.0,1,1,55,1.0,4,0,500,50040,,4.0,0.0,500.0,50040.0,,China,China,China,China,China,Same Country
2015,389879,2,11.0,1,2,37,1.0,6,0,518,51800,,6.0,0.0,518.0,51800.0,,Southeast Asia,Southeast Asia,Thailand,Thailand,Thailand,Same Country
2023,2119625,2,25.0,1,2,31,1.0,6,0,521,52100,,6.0,0.0,521.0,52100.0,,India,India,India,India,India,Same Country
2023,1461649,1,6.0,2,2,48,1.0,1,0,413,41300,,1.0,0.0,12.0,1200.0,,United Kingdom,United States,United Kingdom (ns),United States,US-Born,Married US-born
2010,1284991,2,53.0,1,2,49,1.0,1,0,300,30015,,1.0,0.0,300.0,30015.0,,South America,South America,South America (ns),South America (ns),South America (ns),Same Country
1990,3688454,6,19.0,7,2,45,1.0,6,0,521,52140,,6.0,0.0,521.0,52140.0,,India,India,India,India,India,Same Country
1980,1036787,1,20.0,2,1,55,1.0,1,3,250,25000,,1.0,3.0,250.0,25000.0,,Central America/Caribbean,Central America/Caribbean,Cuba,Cuba,Cuba,Same Country
2020,6340997,1,17.0,2,1,34,1.0,1,0,535,53500,,1.0,0.0,535.0,53500.0,,Middle East,Middle East,Turkey,Turkey,Turkey,Same Country
2015,702601,2,14.0,1,2,47,1.0,1,1,200,20000,,1.0,1.0,200.0,20000.0,,Mexico,Mexico,Mexico,Mexico,Mexico,Same Country
