YEAR,SERIAL,PERNUM,PERWT,SPLOC,SEX,AGE,MARST,RACE,HISPAN,BPL,BPLD,NATIVITY,RACE_SP,HISPAN_SP,BPL_SP,BPLD_SP,NATIVITY_SP,REGION,REGION_SP,COUNTRY,COUNTRY_SP,SPOUSE_CATEGORY,MARRIAGE_TYPE
2023,6109774,1,8.0,2,2,71,1.0,8,1,200,20000,,1.0,0.0,15.0,1500.0,,Mexico,United States,Mexico,United States,US-Born,Married US-born
2023,1024626,1,14.0,2,1,60,1.0,8,1,200,20000,,1.0,0.0,6.0,600.0,,Mexico,United States,Mexico,United States,US-Born,Married US-born
1920,11344801,2,99.67,1,2,40,1.0,1,0,434,43400,5.0,1.0,0.0,434.0,43400.0,5.0,Scandinavia,Scandinavia,Iceland,Iceland,Iceland,Same Country
2023,971502,1,30.0,2,1,50,1.0,6,0,511,51100,,6.0,0.0,511.0,51100.0,,China,China,Hong Kong,Hong Kong,Hong Kong,Same Country
1930,791816,2,20.35,1,2,25,1.0,1,0,465,46500,5.0,1.0,0.0,465.0,46500.0,5.0,Spain/Portugal,Spain/Portugal,Spain,Spain,Spain,Same Country
2020,1087886,1,8.0,2,2,49,1.0,1,4,210,21050,,1.0,4.0,210.0,21060.0,,Central America/Caribbean,Central America/Caribbean,Central America (ns),Central America (ns),Central America (ns),Same Country
2015,983717,1,34.0,2,2,30,1.0,7,4,210,21050,,7.0,4.0,210.0,21050.0,,Central America/Caribbean,Central America/Caribbean,Central America (ns),Central America (ns),Central America (ns),Same Country
2020,1067306,1,34.0,2,2,43,1.0,1,1,200,20000,,1.0,1.0,200.0,20000.0,,Mexico,Mexico,Mexico,Mexico,Mexico,Same Country
2015,3960030,2,6.0,1,1,66,1.0,1,0,453,45300,,1.0,0.0,41.0,4100.0,,Poland,United States,Poland,United States,US-Born,Married US-born
2015,5212986,1,38.0,2,1,59,1.0,9,2,110,11000,,9.0,2.0,110.0,11000.0,,US Territory,US Territory,Puerto Rico,Puerto Rico,Puerto Rico,Same Country
2020,2944247,2,34.0,1,2,39,1.0,1,0,542,54200,,1.0,0.0,542.0,54200.0,,Middle East,Middle East,Middle East (ns),Middle East (ns),Middle East (ns),Same Country
2000,3887117,2,24.0,1,2,51,1.0,6,0,518,51800,,1.0,0.0,19.0,1900.0,,Southeast Asia,United States,Thailand,United States,US-Born,Married US-born
2000,1374599,1,14.0,2,1,65,1.0,1,0,453,45300,,1.0,0.0,453.0,45300.0,,Poland,Poland,Poland,Poland,Poland,Same Country
2010,1152113,2,23.0,1,2,63,1.0,1,0,455,45500,,1.0,0.0,455.0,45500.0,,Central Europe,Central Europe,Romania,Romania,Romania,Same Country
2020,4016992,1,13.0,2,2,57,1.0,1,0,535,53500,,1.0,0.0,535.0,53500.0,,Middle East,Middle East,Turkey,Turkey,Turkey,Same Country
2023,6679662,2,28.0,1,2,39,1.0,2,0,600,60044,,2.0,0.0,600.0,60044.0,,Africa,Africa,Africa (ns),Africa (ns),Africa (ns),Same Country
2015,4359272,2,17.0,1,2,30,1.0,1,0,300,30015,,1.0,0.0,300.0,30015.0,,South America,South America,South America (ns),South America (ns),South America (ns),Same Country
2000,415608,1,20.0,2,1,66,1.0,1,3,250,25000,,1.0,3.0,250.0,25000.0,,Central America/Caribbean,Central America/Caribbean,Cuba,Cuba,Cuba,Same Country
2010,1170382,1,41.0,2,1,40,1.0,1,0,456,45600,,1.0,0.0,456.0,45600.0,,Central Europe,Central Europe,Albania,Albania,Albania,Same Country
1980,1487062,1,20.0,2,1,57,1.0,1,0,430,43000,,1.0,0.0,430.0,43000.0,,Scandinavia,Scandinavia,Sweden,Sweden,Sweden,Same Country
2020,4305654,2,14.0,1,2,48,1.0,1,4,300,30025,,1.0,0.0,36.0,3600.0,,South America,United States,South America (ns),United States,US-Born,Married US-born
2015,1652181,2,7.0,1,2,60,1.0,1,4,210,21060,,1.0,4.0,210.0,21060.0,,Central America/Caribbean,Central America/Caribbean,Central America (ns),Central America (ns),Central America (ns),Same Country
1930,934549,2,20.17,1,2,56,1.0,1,0,434,43400,5.0,1.0,0.0,434.0,43400.0,5.0,Scandinavia,Scandinavia,Iceland,Iceland,Iceland,Same Country
1990,3131293,2,10.0,1,2,26,1.0,1,0,150,15000,,1.0,0.0,20.0,2000.0,,Canada,United States,Canada,United States,US-Born,Married US-born
2020,3750047,1,95.0,2,2,56,1.0,1,4,260,26010,,1.0,4.0,260.0,26010.0,,Central America/Caribbean,Central America/Caribbean,West Indies (ns),West Indies (ns),West Indies (ns),Same Country
2010,1632357,4,30.0,1,2,23,1.0,7,1,200,20000,,7.0,1.0,200.0,20000.0,,Mexico,Mexico,Mexico,Mexico,Mexico,Same Country
2010,421271,1,18.0,2,2,26,1.0,2,0,600,60027,,1.0,0.0,49.0,4900.0,,Africa,United States,Africa (ns),United States,US-Born,Married US-born
2020,1125299,1,26.0,2,1,47,1.0,4,0,500,50040,,4.0,0.0,500.0,50040.0,,China,China,China,China,China,Same Country
1900,484570,2,19.75,1,2,58,1.0,1,0,150,15010,5.0,1.0,0.0,414.0,41400.0,5.0,Canada,United Kingdom,Canada,Code 414,Code 414,Different Region
2023,4246881,3,14.0,2,1,28,1.0,2,0,600,60023,,2.0,0.0,600.0,60034.0,,Africa,Africa,Africa (ns),Africa (ns),Africa (ns),Same Country
2020,2909292,5,23.0,6,1,73,1.0,6,0,521,52100,,6.0,0.0,521.0,52100.0,,India,India,India,India,India,Same Country
1930,1236018,1,20.39,2,1,54,1.0,1,0,452,45200,5.0,1.0,0.0,452.0,45200.0,5.0,Central Europe,Central Europe,Czechoslovakia,Czechoslovakia,Czechoslovakia,Same Country
1930,71292,2,19.96,1,2,26,1.0,1,1,200,20000,5.0,1.0,1.0,200.0,20000.0,5.0,Mexico,Mexico,Mexico,Mexico,Mexico,Same Country
1900,852691,1,20.0,2,1,61,1.0,1,0,453,45300,5.0,1.0,0.0,453.0,45300.0,5.0,Poland,Poland,Poland,Poland,Poland,Same Country
2010,3484811,2,19.0,1,1,83,1.0,1,0,150,15000,,1.0,0.0,6.0,600.0,,Canada,United States,Canada,United States,US-Born,Married US-born
2023,4202145,1,21.0,2,2,77,1.0,2,0,260,26094,,1.0,0.0,36.0,3600.0,,Central America/Caribbean,United States,West Indies (ns),United States,US-Born,Married US-born
2000,5035929,2,30.0,1,2,21,1.0,7,4,200,20000,,7.0,4.0,200.0,20000.0,,Mexico,Mexico,Mexico,Mexico,Mexico,Same Country
2015,911849,1,24.0,2,1,58,1.0,5,0,501,50100,,5.0,0.0,501.0,50100.0,,Japan,Japan,Japan,Japan,Japan,Same Country
2010,854221,1,14.0,2,1,62,1.0,1,1,200,20000,,1.0,1.0,200.0,20000.0,,Mexico,Mexico,Mexico,Mexico,Mexico,Same Country
2020,5798075,1,30.0,2,1,46,1.0,6,0,515,51500,,6.0,0.0,515.0,51500.0,,Philippines,Philippines,Philippines,Philippines,Philippines,Same Country
1980,3101106,1,20.0,2,1,54,1.0,1,0,434,43400,,1.0,0.0,434.0,43400.0,,Scandinavia,Scandinavia,Iceland,Iceland,Iceland,Same Country
1930,976279,1,20.3,2,1,42,1.0,2,0,260,26094,5.0,2.0,0.0,260.0,26094.0,5.0,Central America/Caribbean,Central America/Caribbean,West Indies (ns),West Indies (ns),West Indies (ns),Same Country
2015,4359637,1,50.0,2,2,61,1.0,7,4,300,30025,,7.0,4.0,300.0,30025.0,,South America,South America,South America (ns),South America (ns),South America (ns),Same Country
2020,5985406,2,29.0,1,2,53,1.0,7,1,200,20000,,7.0,1.0,200.0,20000.0,,Mexico,Mexico,Mexico,Mexico,Mexico,Same Country
1930,950179,4,20.17,3,2,34,1.0,1,0,404,40400,5.0,1.0,0.0,404.0,40400.0,5.0,United Kingdom,United Kingdom,Northern Ireland,Northern Ireland,Northern Ireland,Same Country
2023,2209799,2,17.0,1,2,50,1.0,6,0,521,52100,,6.0,0.0,521.0,52100.0,,India,India,India,India,India,Same Country
2015,3823225,6,12.0,3,1,33,1.0,4,0,500,50040,,4.0,0.0,500.0,50040.0,,China,China,China,China,China,Same Country
2020,351144,1,13.0,2,1,58,1.0,6,0,521,52150,,6.0,0.0,521.0,52150.0,,India,India,India,India,India,Same Country
2010,4129079,2,4.0,1,2,69,1.0,1,0,453,45300,,1.0,0.0,36.0,3600.0,,Poland,United States,Poland,United States,US-Born,Married US-born
2020,6080124,2,14.0,1,2,46,1.0,1,1,200,20000,,1.0,1.0,48.0,4800.0,,Mexico,United States,Mexico,United States,US-Born,Married US-born
2010,1279338,1,11.0,2,2,47,1.0,1,2,110,11000,,1.0,3.0,210.0,21060.0,,US Territory,Central America/Caribbean,Puerto Rico,Central America (ns),Central America (ns),Different Region
1980,642576,2,20.0,1,2,53,1.0,1,0,150,15000,,1.0,0.0,5.0,500.0,,Canada,United States,Canada,United States,US-Born,Married US-born
2020,4406830,1,37.0,2,1,54,1.0,6,0,521,52110,,6.0,0.0,521.0,52110.0,,India,India,India,India,India,Same Country
2015,6381655,1,17.0,2,2,44,1.0,6,0,521,52100,,6.0,0.0,521.0,52100.0,,India,India,India,India,India,Same Country
2010,873812,2,45.0,1,1,63,1.0,4,0,518,51800,,4.0,0.0,518.0,51800.0,,Southeast Asia,Southeast Asia,Thailand,Thailand,Thailand,Same Country
2023,6369949,2,14.0,1,2,53,1.0,3,4,200,20000,,3.0,4.0,210.0,21030.0,,Mexico,Central America/Caribbean,Mexico,Central America (ns),Central America (ns),Different Region
2010,1316939,2,15.0,1,2,83,1.0,1,0,457,45700,,1.0,0.0,18.0,1800.0,,Central Europe,United States,Yugoslavia,United States,US-Born,Married US-born
2010,777762,1,30.0,2,1,30,1.0,1,1,200,20000,,1.0,1.0,200.0,20000.0,,Mexico,Mexico,Mexico,Mexico,Mexico,Same Country
2000,2970149,1,13.0,2,1,49,1.0,4,0,500,50040,,4.0,0.0,500.0,50040.0,,China,China,China,China,China,Same Country
2020,4302707,1,8.0,2,1,46,1.0,4,0,500,50010,,4.0,0.0,500.0,50010.0,,China,China,China,China,China,Same Country
2015,6601547,1,13.0,2,1,25,1.0,4,0,500,50000,,6.0,0.0,518.0,51800.0,,China,Southeast Asia,China,Thailand,Thailand,Different Region
2023,501117,1,10.0,2,1,85,1.0,7,2,110,11000,,7.0,4.0,8.0,800.0,,US Territory,United States,Puerto Rico,United States,US-Born,Married US-born
2020,796768,2,9.0,1,1,73,1.0,1,1,200,20000,,1.0,1.0,6.0,600.0,,Mexico,United States,Mexico,United States,US-Born,Married US-born
1990,437714,2,16.0,1,2,38,1.0,1,0,410,41000,,1.0,0.0,6.0,600.0,,Ireland,United States,Ireland,United States,US-Born,Married US-born
2023,1518014,2,22.0,1,2,38,1.0,1,0,465,46543,,1.0,0.0,12.0,1200.0,,Spain/Portugal,United States,Spain,United States,US-Born,Married US-born
1990,722194,1,18.0,2,1,53,1.0,6,0,502,50200,,6.0,0.0,502.0,50200.0,,Korea,Korea,Korea,Korea,Korea,Same Country
2020,550276,1,12.0,2,1,62,1.0,6,0,515,51500,,6.0,0.0,515.0,51500.0,,Philippines,Philippines,Philippines,Philippines,Philippines,Same Country
2010,1992944,2,22.0,1,2,38,1.0,1,0,457,45740,,1.0,0.0,457.0,45740.0,,Central Europe,Central Europe,Yugoslavia,Yugoslavia,Yugoslavia,Same Country
2020,419128,1,43.0,2,1,38,1.0,7,4,210,21030,,1.0,1.0,200.0,20000.0,,Central America/Caribbean,Mexico,Central America (ns),Mexico,Mexico,Different Region
1910,19388902,2,100.0,1,2,34,1.0,1,2,110,11000,5.0,1.0,4.0,410.0,41000.0,5.0,US Territory,Ireland,Puerto Rico,Ireland,Ireland,Different Region
1920,15526101,1,102.02,2,1,35,1.0,1,0,456,45600,5.0,1.0,0.0,456.0,45600.0,5.0,Central Europe,Central Europe,Albania,Albania,Albania,Same Country
1930,91730,2,20.04,1,2,30,1.0,1,0,150,15010,5.0,1.0,0.0,410.0,41000.0,5.0,Canada,Ireland,Canada,Ireland,Ireland,Different Region
2020,2121898,2,13.0,1,1,56,1.0,1,0,455,45500,,1.0,0.0,455.0,45500.0,,Central Europe,Central Europe,Romania,Romania,Romania,Same Country
2010,5372628,1,70.0,2,1,62,1.0,1,1,200,20000,,1.0,1.0,200.0,20000.0,,Mexico,Mexico,Mexico,Mexico,Mexico,Same Country
2010,6107281,1,20.0,2,1,36,1.0,1,0,456,45600,,1.0,0.0,36.0,3600.0,,Central Europe,United States,Albania,United States,US-Born,Married US-born
1980,3748206,2,20.0,1,2,68,1.0,1,0,434,43400,,1.0,0.0,42.0,4200.0,,Scandinavia,United States,Iceland,United States,US-Born,Married US-born
2023,5992204,2,3.0,1,2,50,1.0,4,0,500,50010,,4.0,0.0,36.0,3600.0,,China,United States,China,United States,US-Born,Married US-born
2023,2013032,2,15.0,1,2,36,1.0,5,0,501,50100,,1.0,0.0,6.0,600.0,,Japan,United States,Japan,United States,US-Born,Married US-born
2015,4000496,2,73.0,1,2,39,1.0,1,1,200,20000,,1.0,1.0,200.0,20000.0,,Mexico,Mexico,Mexico,Mexico,Mexico,Same Country
1930,177904,2,21.11,1,2,61,1.0,1,0,414,41400,5.0,1.0,0.0,150.0,15010.0,5.0,United Kingdom,Canada,Code 414,Canada,Canada,Different Region
1940,313715,1,100.0,2,1,42,1.0,1,0,400,40000,0.0,1.0,0.0,414.0,41410.0,0.0,United Kingdom,United Kingdom,England,Code 414,Code 414,Same Region
1980,2766355,1,20.0,2,2,37,1.0,1,0,600,60094,,1.0,0.0,426.0,42600.0,,Africa,Switzerland,Africa (ns),Switzerland,Switzerland,Different Region
2015,537663,2,25.0,1,2,63,1.0,1,0,465,46540,,1.0,0.0,522.0,52200.0,,Spain/Portugal,South Asia,Spain,Pakistan,Pakistan,Different Region
1880,1806602,1,118.79,2,1,42,1.0,1,0,453,45311,5.0,1.0,0.0,42.0,4200.0,1.0,Poland,United States,Poland,United States,US-Born,Married US-born
2023,647306,2,18.0,1,2,31,1.0,7,1,200,20000,,2.0,4.0,6.0,600.0,,Mexico,United States,Mexico,United States,US-Born,Married US-born
2000,2141232,2,18.0,1,1,62,1.0,6,0,515,51500,,6.0,0.0,515.0,51500.0,,Philippines,Philippines,Philippines,Philippines,Philippines,Same Country
2020,5721728,2,11.0,1,2,38,1.0,7,1,200,20000,,1.0,0.0,46.0,4600.0,,Mexico,United States,Mexico,United States,US-Born,Married US-born
1910,6432401,2,100.0,1,2,65,1.0,1,0,414,41400,5.0,1.0,0.0,426.0,42600.0,5.0,United Kingdom,Switzerland,Code 414,Switzerland,Switzerland,Different Region
1930,297224,1,20.18,2,1,48,1.0,1,0,454,45400,5.0,1.0,0.0,456.0,45600.0,5.0,Central Europe,Central Europe,Bulgaria,Albania,Albania,Same Region
1920,12330001,1,99.24,2,1,49,1.0,1,0,404,40400,5.0,1.0,0.0,405.0,40500.0,5.0,United Kingdom,United Kingdom,Northern Ireland,United Kingdom (ns),United Kingdom (ns),Same Region
2000,3303037,2,16.0,1,2,28,1.0,1,4,210,21030,,1.0,4.0,210.0,21030.0,,Central America/Caribbean,Central America/Caribbean,Central America (ns),Central America (ns),Central America (ns),Same Country
2015,376228,1,44.0,2,2,37,1.0,1,1,200,20000,,1.0,1.0,200.0,20000.0,,Mexico,Mexico,Mexico,Mexico,Mexico,Same Country
2000,141288,1,22.0,2,1,44,1.0,1,4,210,21020,,3.0,0.0,12.0,1200.0,,Central America/Caribbean,United States,Central America (ns),United States,US-Born,Married US-born
1980,2250153,2,20.0,1,2,74,1.0,1,0,405,40500,,1.0,0.0,27.0,2700.0,,United Kingdom,United States,United Kingdom (ns),United States,US-Born,Married US-born
1980,1478292,2,20.0,1,2,50,1.0,6,0,521,52100,,6.0,0.0,521.0,52100.0,,India,India,India,India,India,Same Country
2000,5559683,1,24.0,2,1,72,1.0,1,0,522,52200,,1.0,0.0,522.0,52200.0,,South Asia,South Asia,Pakistan,Pakistan,Pakistan,Same Country
2020,766748,2,19.0,1,1,60,1.0,1,0,465,46500,,1.0,0.0,465.0,46500.0,,Spain/Portugal,Spain/Portugal,Spain,Spain,Spain,Same Country
1980,234869,1,20.0,2,1,31,1.0,1,0,433,43300,,1.0,0.0,6.0,600.0,,Scandinavia,United States,Finland,United States,US-Born,Married US-born
1980,388745,2,20.0,1,2,27,1.0,1,1,200,20000,,1.0,1.0,200.0,20000.0,,Mexico,Mexico,Mexico,Mexico,Mexico,Same Country
2010,543527,1,31.0,2,2,38,1.0,6,0,513,51300,,6.0,0.0,513.0,51300.0,,Southeast Asia,Southeast Asia,Myanmar/Burma,Myanmar/Burma,Myanmar/Burma,Same Country
1980,445005,2,20.0,1,2,81,1.0,1,0,465,46540,,1.0,0.0,465.0,46540.0,,Spain/Portugal,Spain/Portugal,Spain,Spain,Spain,Same Country
2010,5366857,2,17.0,1,2,35,1.0,1,1,200,20000,,1.0,1.0,200.0,20000.0,,Mexico,Mexico,Mexico,Mexico,Mexico,Same Country
1930,565990,2,20.25,1,2,41,1.0,1,0,434,43400,5.0,1.0,0.0,434.0,43400.0,5.0,Scandinavia,Scandinavia,Iceland,Iceland,Iceland,Same Country
2020,549101,2,31.0,1,2,52,1.0,1,1,200,20000,,1.0,1.0,6.0,600.0,,Mexico,United States,Mexico,United States,US-Born,Married US-born
2023,906507,2,6.0,1,2,56,1.0,6,0,515,51500,,6.0,0.0,515.0,51500.0,,Philippines,Philippines,Philippines,Philippines,Philippines,Same Country
2015,6152110,2,37.0,1,2,39,1.0,1,1,200,20000,,1.0,1.0,200.0,20000.0,,Mexico,Mexico,Mexico,Mexico,Mexico,Same Country
2010,1650061,1,9.0,2,1,47,1.0,6,0,521,52140,,6.0,0.0,521.0,52140.0,,India,India,India,India,India,Same Country
1930,809711,2,20.38,1,2,29,1.0,1,0,404,40400,5.0,1.0,0.0,404.0,40400.0,5.0,United Kingdom,United Kingdom,Northern Ireland,Northern Ireland,Northern Ireland,Same Country
2020,6486382,2,16.0,1,1,57,1.0,8,0,950,95000,,1.0,0.0,516.0,51600.0,,At Sea,Southeast Asia,At sea,Indonesia,Indonesia,Different Region
2020,6471817,1,28.0,2,1,50,1.0,6,0,518,51800,,6.0,0.0,518.0,51800.0,,Southeast Asia,Southeast Asia,Thailand,Thailand,Thailand,Same Country
1930,1322139,1,20.51,2,1,39,1.0,1,0,452,45200,5.0,1.0,0.0,42.0,4200.0,4.0,Central Europe,United States,Czechoslovakia,United States,US-Born,Married US-born
2015,1933434,1,32.0,2,1,37,1.0,2,0,600,60031,,2.0,0.0,600.0,60031.0,,Africa,Africa,Africa (ns),Africa (ns),Africa (ns),Same Country
2020,2090005,2,11.0,1,2,51,1.0,8,0,534,53400,,8.0,0.0,534.0,53400.0,,Middle East,Middle East,Syria,Syria,Syria,Same Country
2015,1527363,1,24.0,2,1,46,1.0,1,4,300,30050,,1.0,4.0,300.0,30050.0,,South America,South America,South America (ns),South America (ns),South America (ns),Same Country
2020,2996086,1,12.0,2,1,85,1.0,6,0,521,52100,,6.0,0.0,521.0,52100.0,,India,India,India,India,India,Same Country
1980,4625245,2,20.0,1,2,33,1.0,1,0,404,40400,,1.0,0.0,55.0,5500.0,,United Kingdom,United States,Northern Ireland,United States,US-Born,Married US-born
2020,1999684,1,30.0,2,2,47,1.0,1,1,200,20000,,1.0,1.0,200.0,20000.0,,Mexico,Mexico,Mexico,Mexico,Mexico,Same Country
2020,5690905,1,33.0,2,1,49,1.0,1,1,200,20000,,1.0,1.0,200.0,20000.0,,Mexico,Mexico,Mexico,Mexico,Mexico,Same Country
1990,4876949,2,33.0,1,2,70,1.0,1,1,900,90010,,1.0,1.0,48.0,4800.0,,Born Abroad (US parents),United States,Born abroad (US parents),United States,US-Born,Married US-born
2010,1806881,2,15.0,1,2,56,1.0,5,0,501,50100,,5.0,0.0,501.0,50100.0,,Japan,Japan,Japan,Japan,Japan,Same Country
2015,2874642,2,14.0,1,1,58,1.0,2,0,260,26030,,2.0,0.0,260.0,26030.0,,Central America/Caribbean,Central America/Caribbean,West Indies (ns),West Indies (ns),West Indies (ns),Same Country
1990,4394481,2,28.0,1,2,29,1.0,6,0,515,51500,,1.0,0.0,42.0,4200.0,,Philippines,United States,Philippines,United States,US-Born,Married US-born
2015,6032174,2,15.0,4,2,46,1.0,1,0,453,45300,,1.0,0.0,48.0,4800.0,,Poland,United States,Poland,United States,US-Born,Married US-born
2015,5791475,2,35.0,1,1,43,1.0,1,1,200,20000,,1.0,1.0,200.0,20000.0,,Mexico,Mexico,Mexico,Mexico,Mexico,Same Country
2023,4462575,2,10.0,1,1,59,1.0,6,0,524,52400,,6.0,0.0,524.0,52400.0,,South Asia,South Asia,Sri Lanka,Sri Lanka,Sri Lanka,Same Country
2020,582589,2,22.0,1,2,39,1.0,4,0,500,50040,,1.0,0.0,6.0,600.0,,China,United States,China,United States,US-Born,Married US-born
2015,1062288,1,14.0,2,1,45,1.0,1,4,210,21040,,1.0,1.0,6.0,600.0,,Central America/Caribbean,United States,Central America (ns),United States,US-Born,Married US-born
2015,3426960,2,54.0,1,1,33,1.0,2,0,600,60023,,2.0,0.0,600.0,60023.0,,Africa,Africa,Africa (ns),Africa (ns),Africa (ns),Same Country
1990,2155960,1,30.0,2,1,38,1.0,6,0,518,51800,,6.0,0.0,518.0,51800.0,,Southeast Asia,Southeast Asia,Thailand,Thailand,Thailand,Same Country
1990,1203975,1,19.0,2,1,82,1.0,1,0,465,46500,,1.0,0.0,36.0,3600.0,,Spain/Portugal,United States,Spain,United States,US-Born,Married US-born
2010,4945392,1,3.0,2,2,44,1.0,1,0,453,45300,,1.0,0.0,42.0,4200.0,,Poland,United States,Poland,United States,US-Born,Married US-born
1980,448674,1,20.0,2,1,23,1.0,1,4,300,30090,,1.0,4.0,300.0,30090.0,,South America,South America,South America (ns),South America (ns),South America (ns),Same Country
1930,617103,2,20.39,1,2,41,1.0,1,0,465,46500,5.0,1.0,0.0,455.0,45500.0,5.0,Spain/Portugal,Central Europe,Spain,Romania,Romania,Different Region
2000,853692,2,15.0,1,1,22,1.0,7,4,300,30025,,2.0,4.0,260.0,26010.0,,South America,Central America/Caribbean,South America (ns),West Indies (ns),West Indies (ns),Different Region
1990,3432334,2,9.0,1,2,82,1.0,1,0,150,15000,,1.0,0.0,36.0,3600.0,,Canada,United States,Canada,United States,US-Born,Married US-born
2023,6671162,2,14.0,1,2,40,1.0,1,0,465,46590,,1.0,0.0,17.0,1700.0,,Spain/Portugal,United States,Spain,United States,US-Born,Married US-born
2010,512375,1,6.0,2,2,28,1.0,1,1,200,20000,,1.0,1.0,200.0,20000.0,,Mexico,Mexico,Mexico,Mexico,Mexico,Same Country
2023,1936337,2,13.0,1,1,53,1.0,8,1,200,20000,,8.0,1.0,200.0,20000.0,,Mexico,Mexico,Mexico,Mexico,Mexico,Same Country
1980,546654,1,20.0,2,1,38,1.0,1,1,200,20000,,1.0,1.0,200.0,20000.0,,Mexico,Mexico,Mexico,Mexico,Mexico,Same Country
2000,5118522,2,21.0,1,2,31,1.0,1,1,200,20000,,1.0,1.0,200.0,20000.0,,Mexico,Mexico,Mexico,Mexico,Mexico,Same Country
2015,6256612,2,15.0,1,2,66,1.0,1,0,413,41300,,1.0,0.0,49.0,4900.0,,United Kingdom,United States,United Kingdom (ns),United States,US-Born,Married US-born
2010,159054,1,52.0,2,2,37,1.0,4,0,500,50000,,4.0,0.0,521.0,52130.0,,China,India,China,India,India,Different Region
2010,1428986,2,14.0,1,1,48,1.0,1,0,433,43300,,1.0,0.0,12.0,1200.0,,Scandinavia,United States,Finland,United States,US-Born,Married US-born
2015,4214888,1,8.0,2,2,37,1.0,4,0,500,50000,,4.0,0.0,500.0,50000.0,,China,China,China,China,China,Same Country
2020,4136955,2,8.0,1,2,54,1.0,1,2,110,11000,,1.0,2.0,36.0,3600.0,,US Territory,United States,Puerto Rico,United States,US-Born,Married US-born
2023,4061606,1,18.0,2,1,36,1.0,6,0,521,52100,,6.0,0.0,521.0,52100.0,,India,India,India,India,India,Same Country
1990,2375053,1,20.0,2,1,36,1.0,6,0,502,50200,,6.0,0.0,502.0,50200.0,,Korea,Korea,Korea,Korea,Korea,Same Country
1990,802096,1,19.0,2,1,26,1.0,7,1,200,20000,,7.0,1.0,6.0,600.0,,Mexico,United States,Mexico,United States,US-Born,Married US-born
2010,5429915,1,67.0,2,1,59,1.0,1,1,200,20000,,1.0,0.0,48.0,4800.0,,Mexico,United States,Mexico,United States,US-Born,Married US-born
2023,3559810,1,37.0,2,2,50,1.0,7,1,200,20000,,7.0,1.0,200.0,20000.0,,Mexico,Mexico,Mexico,Mexico,Mexico,Same Country
1900,516283,1,19.66,2,1,40,1.0,1,0,434,43400,5.0,1.0,0.0,434.0,43400.0,5.0,Scandinavia,Scandinavia,Iceland,Iceland,Iceland,Same Country
2000,4664988,1,17.0,2,1,51,1.0,1,0,150,15000,,1.0,0.0,53.0,5300.0,,Canada,United States,Canada,United States,US-Born,Married US-born
1990,2637102,2,31.0,1,2,50,1.0,1,0,450,45000,,1.0,0.0,457.0,45700.0,,Central Europe,Central Europe,Austria-Hungary (ns),Yugoslavia,Yugoslavia,Same Region
2000,2927813,1,21.0,2,1,39,1.0,1,1,200,20000,,1.0,1.0,200.0,20000.0,,Mexico,Mexico,Mexico,Mexico,Mexico,Same Country
2020,5698072,2,46.0,1,1,57,1.0,7,1,200,20000,,7.0,1.0,200.0,20000.0,,Mexico,Mexico,Mexico,Mexico,Mexico,Same Country
2015,4278597,2,18.0,1,1,55,1.0,1,0,150,15000,,1.0,0.0,455.0,45500.0,,Canada,Central Europe,Canada,Romania,Romania,Different Region
2000,1472511,1,50.0,2,1,54,1.0,6,0,521,52100,,8.0,0.0,521.0,52100.0,,India,India,India,India,India,Same Country
2010,941030,2,20.0,1,2,36,1.0,1,1,200,20000,,1.0,0.0,6.0,600.0,,Mexico,United States,Mexico,United States,US-Born,Married US-born
2015,4437234,1,8.0,2,1,63,1.0,2,0,260,26030,,2.0,0.0,260.0,26030.0,,Central America/Caribbean,Central America/Caribbean,West Indies (ns),West Indies (ns),West Indies (ns),Same Country
2000,2976887,2,16.0,1,2,35,1.0,1,0,414,41400,,1.0,0.0,414.0,41400.0,,United Kingdom,United Kingdom,Code 414,Code 414,Code 414,Same Country
1980,4194954,2,20.0,1,2,36,1.0,7,2,110,11000,,7.0,1.0,48.0,4800.0,,US Territory,United States,Puerto Rico,United States,US-Born,Married US-born
1980,1468494,2,20.0,1,2,43,1.0,1,0,453,45310,,1.0,0.0,55.0,5500.0,,Poland,United States,Poland,United States,US-Born,Married US-born
2015,1541930,1,35.0,2,2,34,1.0,1,3,250,25000,,1.0,3.0,250.0,25000.0,,Central America/Caribbean,Central America/Caribbean,Cuba,Cuba,Cuba,Same Country
2023,2901340,2,20.0,1,1,56,1.0,1,0,110,11000,,1.0,0.0,24.0,2400.0,,US Territory,United States,Puerto Rico,United States,US-Born,Married US-born
2023,3827234,2,14.0,1,2,36,1.0,6,0,518,51800,,6.0,0.0,518.0,51800.0,,Southeast Asia,Southeast Asia,Thailand,Thailand,Thailand,Same Country
2000,417351,2,19.0,1,2,73,1.0,1,3,250,25000,,1.0,3.0,250.0,25000.0,,Central America/Caribbean,Central America/Caribbean,Cuba,Cuba,Cuba,Same Country
2015,3925404,2,7.0,1,2,57,1.0,1,0,465,46530,,1.0,0.0,465.0,46530.0,,Spain/Portugal,Spain/Portugal,Spain,Spain,Spain,Same Country
2015,4294501,1,8.0,2,1,61,1.0,8,0,599,59900,,8.0,0.0,599.0,59900.0,,Asia (Other),Asia (Other),Asia (ns),Asia (ns),Asia (ns),Same Country
